batch_song_id	canonical_song_title_candidate	confidence	evidence_text	raw_track_title	release_candidate_id	release_title	review_status	side	source_id	source_name	source_reference	source_url	track_number
SRC0002-B0004-SONG001	Yo También Tuve Veinte Años	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='1', raw_track='Yo También Tuve Veinte Años'	Yo También Tuve Veinte Años	SRC0002-B0004-REL001	Colección 100 Mejores Canciones de Música Colombiana del Siglo	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-1	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	1
SRC0002-B0004-SONG002	Las Acacias	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='2', raw_track='Las Acacias'	Las Acacias	SRC0002-B0004-REL001	Colección 100 Mejores Canciones de Música Colombiana del Siglo	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-2	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	2
SRC0002-B0004-SONG003	Ayer Me Echaron Del Pueblo	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='3', raw_track='Ayer Me Echaron Del Pueblo'	Ayer Me Echaron Del Pueblo	SRC0002-B0004-REL001	Colección 100 Mejores Canciones de Música Colombiana del Siglo	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-3	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	3
SRC0002-B0004-SONG004	Un Recuerdo De Amor	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='4', raw_track='Un Recuerdo De Amor'	Un Recuerdo De Amor	SRC0002-B0004-REL001	Colección 100 Mejores Canciones de Música Colombiana del Siglo	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-4	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	4
SRC0002-B0004-SONG005	Grato Silencio	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='5', raw_track='Grato Silencio'	Grato Silencio	SRC0002-B0004-REL001	Colección 100 Mejores Canciones de Música Colombiana del Siglo	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-5	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	5
SRC0002-B0004-SONG006	Pesares	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='6', raw_track='Pesares'	Pesares	SRC0002-B0004-REL001	Colección 100 Mejores Canciones de Música Colombiana del Siglo	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-6	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	6
SRC0002-B0004-SONG007	Antioqueñita	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='7', raw_track='Antioqueñita'	Antioqueñita	SRC0002-B0004-REL001	Colección 100 Mejores Canciones de Música Colombiana del Siglo	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-7	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	7
SRC0002-B0004-SONG008	Tierra Labrantía	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='8', raw_track='Tierra Labrantía'	Tierra Labrantía	SRC0002-B0004-REL001	Colección 100 Mejores Canciones de Música Colombiana del Siglo	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-8	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	8
SRC0002-B0004-SONG009	Las Mirlas	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='9', raw_track='Las Mirlas'	Las Mirlas	SRC0002-B0004-REL001	Colección 100 Mejores Canciones de Música Colombiana del Siglo	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-9	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	9
SRC0002-B0004-SONG010	Huri	high	Discos Fuentes shop product page: release='Colección 100 Mejores Canciones de Música Colombiana del Siglo', track='10', raw_track='Huri'	Huri	SRC0002-B0004-REL001	Colección 100 Mejores Canciones de Música Colombiana del Siglo	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/#track-10	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-canciones-musica-colombiana/	10
SRC0002-B0004-SONG011	María de los Guardias	high	Discos Fuentes shop product page: release='Colección 100 Éxitos del Siglo | Helenita Vargas', track='1', raw_track='María de los Guardias'	María de los Guardias	SRC0002-B0004-REL002	Colección 100 Éxitos del Siglo | Helenita Vargas	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/#track-1	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	1
SRC0002-B0004-SONG012	Señor	high	Discos Fuentes shop product page: release='Colección 100 Éxitos del Siglo | Helenita Vargas', track='2', raw_track='Señor'	Señor	SRC0002-B0004-REL002	Colección 100 Éxitos del Siglo | Helenita Vargas	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/#track-2	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	2
SRC0002-B0004-SONG013	No Te Pido Más	high	Discos Fuentes shop product page: release='Colección 100 Éxitos del Siglo | Helenita Vargas', track='3', raw_track='No Te Pido Más'	No Te Pido Más	SRC0002-B0004-REL002	Colección 100 Éxitos del Siglo | Helenita Vargas	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/#track-3	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	3
SRC0002-B0004-SONG014	Castiga Tirano	high	Discos Fuentes shop product page: release='Colección 100 Éxitos del Siglo | Helenita Vargas', track='4', raw_track='Castiga Tirano'	Castiga Tirano	SRC0002-B0004-REL002	Colección 100 Éxitos del Siglo | Helenita Vargas	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/#track-4	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	4
SRC0002-B0004-SONG015	Señora	high	Discos Fuentes shop product page: release='Colección 100 Éxitos del Siglo | Helenita Vargas', track='5', raw_track='Señora'	Señora	SRC0002-B0004-REL002	Colección 100 Éxitos del Siglo | Helenita Vargas	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/#track-5	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	5
SRC0002-B0004-SONG016	Mal Hombre	high	Discos Fuentes shop product page: release='Colección 100 Éxitos del Siglo | Helenita Vargas', track='6', raw_track='Mal Hombre'	Mal Hombre	SRC0002-B0004-REL002	Colección 100 Éxitos del Siglo | Helenita Vargas	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/#track-6	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	6
SRC0002-B0004-SONG017	Propiedad Privada	high	Discos Fuentes shop product page: release='Colección 100 Éxitos del Siglo | Helenita Vargas', track='7', raw_track='Propiedad Privada'	Propiedad Privada	SRC0002-B0004-REL002	Colección 100 Éxitos del Siglo | Helenita Vargas	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/#track-7	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	7
SRC0002-B0004-SONG018	La Hija del Penal	high	Discos Fuentes shop product page: release='Colección 100 Éxitos del Siglo | Helenita Vargas', track='8', raw_track='La Hija del Penal'	La Hija del Penal	SRC0002-B0004-REL002	Colección 100 Éxitos del Siglo | Helenita Vargas	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/#track-8	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	8
SRC0002-B0004-SONG019	Me la Robaste	high	Discos Fuentes shop product page: release='Colección 100 Éxitos del Siglo | Helenita Vargas', track='9', raw_track='Me la Robaste'	Me la Robaste	SRC0002-B0004-REL002	Colección 100 Éxitos del Siglo | Helenita Vargas	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/#track-9	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	9
SRC0002-B0004-SONG020	Nos Estorbó la Ropa	high	Discos Fuentes shop product page: release='Colección 100 Éxitos del Siglo | Helenita Vargas', track='10', raw_track='Nos Estorbó la Ropa'	Nos Estorbó la Ropa	SRC0002-B0004-REL002	Colección 100 Éxitos del Siglo | Helenita Vargas	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/#track-10	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-helenita-vargas/	10
SRC0002-B0004-SONG021	El Carretero	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='1', raw_track='El Carretero'	El Carretero	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-1	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	1
SRC0002-B0004-SONG022	Malao de Caña	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='2', raw_track='Malao de Caña'	Malao de Caña	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-2	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	2
SRC0002-B0004-SONG023	El Que Siembra Su Maíz	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='3', raw_track='El Que Siembra Su Maíz'	El Que Siembra Su Maíz	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-3	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	3
SRC0002-B0004-SONG024	A San Lázaro (Babalú)	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='4', raw_track='A San Lázaro (Babalú)'	A San Lázaro (Babalú)	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-4	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	4
SRC0002-B0004-SONG025	Lupita	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='5', raw_track='Lupita'	Lupita	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-5	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	5
SRC0002-B0004-SONG026	Yo Tengo Pena	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='6', raw_track='Yo Tengo Pena'	Yo Tengo Pena	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-6	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	6
SRC0002-B0004-SONG027	Mira Que Eres Linda	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='7', raw_track='Mira Que Eres Linda'	Mira Que Eres Linda	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-7	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	7
SRC0002-B0004-SONG028	Alegre Petición	high	Discos Fuentes shop product page: release='Colección 100 Éxitos de Música Cubana', track='8', raw_track='Alegre Petición'	Alegre Petición	SRC0002-B0004-REL004	Colección 100 Éxitos de Música Cubana	staged_for_review		SRC0002	Discos Fuentes	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/#track-8	https://tiendadiscosfuentes.com/productos/musica-memoria-usb/colecciones-usb/usb-coleccion-100-exitos-de-musica-cubana/	8
